,album_id,album_name,album_tracks
20,410TlCyf5WcKAwzW1NUqSW,A Game of Dwarves,"['1mUZsSGKrUwX8XdwrU2lF6', '69pXBySDoY73X1mC6mMsfF', '6tbpFQu1ym8WJvEuiuP8Nj', '7MFE1YFDt5hS0NhPQ5b5xP', '4t57sUuF3XqG59Uin73VjW', '4e6OQ8yZKIoHWE8hMhh7lR', '4eaWJB8I7YD8Eniio2sne5', '74UmCX6GOFjGcmjvKTqLvB', '2uygAZ6LzBzRKcA0IRBCP3', '39oLq1MYPy24QEObAxcixa', '3ryiF5dde7stXjtaiLjdvs', '5TJ85kUCeo1awc0AcSNR5d', '2ciRi4jTg4UadOKdTn0Pwc', '2JLvH6h3pAT6VJ35TXD1Yd', '4feWeMSYYXJwpx0do1oyHU', '2DTNijhN64L8TpxahFZPir', '1gvX8mUhphviWUHZ0TSxwT']"
21,2wOSuU41ufyX9OkcBZ9F6C,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),"['4bJljUkgHFrGl8CBI1HlVg', '0jVPQRKUe32nYZRXFt1WVG', '1Pkawhpka1TJy9vUkf1GvU', '6cCABXQ0SMWfbNGVyjcUEJ', '1IB4tuhwUJ3OMV4qQu7uBa', '3STxzcZrJlnuVk5EN3MT4G', '78Nv63gF8BIGTnMn6nRTLB', '62Fcn5Q0Qu4fVKlso4rhBi', '4yH9ZGKNfBGmzPMnYTkjQR', '6wtdel40jbjMBnfYGNC57t', '2950Q1a55C5tc4VzJrhJHK', '5pnMAGRRVjanrUJyS6oXQ8', '1qSqszSegTcso2kxM6g5rD', '41v9qi3eaAuJr2l3uQvVu0', '4goEvrjLgYvqPPAKo30Hpl', '7fFeNtQFPMmS29g8hDfeMY', '2gtVDxxAkTmStDipr5FG3n', '4uqhbHYrk8xdfh3YtewSeU', '0SnWRkTsNKOj95qUsYwMR4', '56SF2L9HuRovpsvmK0IT9M', '252qyBrP779k0QU7FbHIzP', '6BIoRYDSZbtIecOpnHysFP', '5pw1nfS3ndjrKVSQEkLS2x', '7nVTPoHjoFh7ZWm2ocj3PQ', '47PHNVUUqp7TxloVdwk0X1', '2vIh0iJZuYGnp8Cxkmcpla', '7FMnWlswan9gZdPdgHWt0x', '21QEwLdVklrjX7fGRaZvbU', '7em1pV18G2tClxSrVGdeec', '2wQCPAZLpvl7rtxCwpByUO', '1q5MIrFCR5hqtaiRb6rF6P', '3tyrYqVfM4rxHYSHgVXSv1', '1x8g9CnDnMnGdz6a8caBTE', '58kyi5YRPYgEEf8jtavlwK', '7098uM9PPBtpICThdoMTYO', '3Libl3u4ADiig2VO3TLHHc', '7m3yuABAf5YWQeeb5xgaih', '0DODqi59FoegIIPZoQLzz5', '5aqnbfO3QXKHbSROWdkCHd', '1nvpSvr260jKKMUBXUdATy', '2x6PwkBN6RlXfOXCunuXL7', '3iI46GIIouqjGmk5jjZ5pw', '39zC1Am4wrjgOlGIJysvCD', '4x8M3TXY44MyVhd7rxODoy']"
22,0XOcyp8s0dT4dbpYxDrnAl,The Whispered World (Original Daedalic Entertainment Game Soundtrack),"['332yYr0P3yGgBWjoVsdXF3', '0WsLbmtPnxE7mBTeYT9t2z', '1rX8s4n3DcK87SKyUE9T8I', '3Lze5DVibadxliVY9HtCdo', '0tL5XPy0Usm2K0d1sl5yxz', '0WjpnxI9JTc94h7ynLgxNQ', '6ZkPQHmENIfFZNlYzX959E', '7p5jlCexfmK5UCXCpOyK5a', '7icT65qZY73ThDDTB2sfXN', '2SkRo0URovs2fBBTdmkVtK', '0AcweEkKeiNiZSgFZqNgHU', '6bPCQzebfpAjT8vKjuMDKr']"
23,51351RXggksqhMIJPS8P26,The NES Collection,"['1WMAZKqy8RIMxd413Ot5W0', '1eOzyeTdaVaM6OPLiUtMEv', '7y4baTHmzyoetzoIpYZRuA', '4wKKSc3b5GzYyu77e0gejj', '3YJCwbeUrfIJsPVDInirNO', '4BEJhhyrieOuIV21Y0B1gP', '2LbMKIverw3FmLHbpSh0kf', '3Le2Bcw2rZO8JD0DzVsV5w', '2ut6O0UHR72HhsPbFSDtJ4', '6gkmEc4tXy1hUkypQJ0WqV', '1SxG9sK4HnG1fxMUBOfuDk', '41wxra45ikTCgr4h9afAci', '0TztWFkO5GpFcTS0pBQF6K', '2JRaSdY8oswzWUo80pCYIR', '6GgHDLFRSM8gzefjEoMi7o']"
24,5hRhjXSgKKSlLX8ZFhxEqT,F1 22 (Original Game Soundtrack),"['0gs2sDUTqsDaxY5BLxhpik', '3TJ7TFvaUUOcvt07fIx7zF', '6qLYi1DKgHoy8oh6tKV4p5', '48t4pI2R4lsOkkATIo0Kv5', '4wpiCbMBTecn6LZBy0053F', '3tE8yQIM1XfcciWdOjw3as', '5yu2i76p96eqkzf4bYKHFf', '3IZ7QJ8KZMt46rdVEt7QGm', '0P4SyuiZmvtsOYSKBQ8fBi', '56ZQkzrUcPOiBc4saiqtOc', '3uYaM6lhzJgpezCOmT7aW9', '4zz1ZoTR8YprBEwWfV96KR', '6OQd6SZ7ZklSmmp3AQ2aK3', '6IfNzHAk2CnprnaBzWSqvx', '166OO57V7jidh5UKlLs4gB', '2dIy2eUNQFDCKTiHHsa2KC', '6uDNEM86O65ig8AmSBNSbo', '3EZ63Wq0xiWXn25SDtogkb']"
25,7zh839yQHDgZJASAuDmnpi,Hogwarts Legacy (Original Video Game Soundtrack),"['4u3Idn4PRAINifJ5lgzZDx', '3tjTLJOAc2FFJi2LkHFcXl', '2m9Y1kxlHhZuEjli1ZC3Q7', '0SE1cUMQTcYm9zmBa0RZ1J', '679Y2UMHvmaTfFRCYPsfmD', '1cpiCCSDrcJ2SCThgkFmwr', '7jNeGnW4x2ht892VfmweCf', '3cHI5oVzk4irDm4vQN0WiC', '6bAH5i5VA2RiEPfnjuQxn1', '6zfA58ETNtdGxJEVyfk5N2', '05OnIcXPqTpi0M5NFeoQUl', '1zuTDwejG6KvIepKPTDyQT', '2ciUfM94fjrChfHnfw2aOu', '3Vqby7zsTfASilgzUzzFLG', '5yjEk2TEyujJLrTAK1pFzZ', '622ScUHTncxpfjog86Svlw', '4qo9LENdtfUNacDVvcigIc', '1JFwTaGCNjpbCFXZT7wQYb', '552YTlG5M4S08wIR9xddEH', '6gqbv3aPx48bWg2CocySBQ', '4i8cyoZKvTyBebxw8V5Bdo', '6Z0k49efJ0xJbthw6lZSeN', '3l2uvkZWLBiWp2nBMlLkhU', '2hA5JYJ7yhbc4EVWEoXflw', '35kQjB7L7X9kUnYYWDDulU', '2RLpq3exi2NwesuGtlMrhw', '6Ba8fS788Tzpmyz7Bc5cKe', '4YsegyHM1SZ0LxC0oLqqrB', '5yNL69aZxFxJklEUcZD5mA', '6xdTcuZpLGDEiz05NFA4xo', '0gqF9EzbVYnFrWerf21lnf', '6aRz1YAWJ8NdIwdZl5cJtJ', '4dZ5sYu7VKQrptdAjUaYfM', '2XqayGoEAAPDy2Cvkjigq8']"
26,1ZfNvXO4HsYcklqiRWpD1p,Chained Echoes (Original Game Soundtrack),"['5XDsJSSl5JTS4TrOMZMkse', '7EKMEeL1R7gN5GUCnFPgVI', '2ObAUMVNRAiggcnc9pqWNH', '14MdicWvRNuBJBkAbziVqH', '1QL8VA8UiQgthGz4FqFUSk', '6KwEtdjno9eDfs5kezPJA0', '7Ej0VInRmC5sH3exTPmWcR', '69yMCNAZKmb1U9kl2IYI9Z', '72cu359VBAjQet57dI4hn6', '4yqzcDS8CpHAzlew5j4g0X', '0VBoFL46RFbR38intAomiU', '5H6TBswbiGrlx6LToCXn1V', '41MLNdeIEDxFr19OQaHr8G', '3IWSHq8oS1Rd5dnRtPqwl5', '10rH6k7aQkrIqhKzXBaFhE', '4X8EOrwdErVsoHyJnTAkes', '0i7an5Z2d2nLqIevIVRmYD', '5TgRp6wIkkPzpV5y3euI7S', '6lmiLfEPvdShx96neadxTZ', '2X1feJulqHnTA3Ua4WFoi6', '4YlCzVY2HLfAJlEHR92R91', '548EXMYIt7OEUrnzZa3T6M', '0QtjqFDfmW1jN5nQIobYGh', '2BVeWN5PT4Ui2LUSMv45QX', '6Cy1qI7nt2LAgriP4FJREY', '69gLPMOV9ScuLNYhDnF4G4', '6LLSLDLltpAyPAS7FuiFy0', '1lhWKVQbvyMsBfXATLKWBE', '7AbDPM8ZuMhGCASaM79d9o', '7xOtVIR35VooWbXjDnd9gY', '7wG1jimTxETOdJ50tKcvP7', '5qlgygqzhSh2qs8JOyEVHt', '7j46AEHKXT9hxUomcaJiyd', '71jVCramKJKq5X380mJIeX', '70fhUJqpE3ODEY6o8QLSgQ', '62HNdzDjLIq1i8ChcWWixa', '6WJc4U7m2XQNFZ6JdK5TNN', '2AEEZ5uft9AT2hNliGCkBR', '20AMYWSDJyiVzo0RZFioOW', '09dZhXNj2qDyPFGvboBwAF', '2HBH7lWMErYZopxf9NzMJh', '4zb7faLfCrrgnCC1WLpf5Q', '6sm9TiRIEjEXdIWgsXnLBp', '3s4fXncTDRw3nC4ZI5UzTU', '0vcZ32io8DrzJvBY10gpww', '76BRmQgxaeiHg90HaqwmGG', '410bnhsF8lzQajsBD9xqdS', '3XsMFY0LjQItGC4Ze6qlln', '6jwveJQiiZaeOLwlwq6hiV', '2SIlGNN3H2rGINAJZ0lqiG']"
27,3Pb3HjOPKhNLvwMPAXkguV,Gray Matter - Original Soundtrack,"['2YUejfdniP9GTqSGUU8m7P', '4lXbDAaWBxYdE0Jr52n5fr', '5N4oH3JMAMSOK3mVyjT84K', '0nxoFEBomTSfqwEIVyonEM', '6Jdbeqg28vfznzhHLVl75r', '2x0b8Cbqde24yvTIPlCeCI', '4uxehvoJtTe9AbGBCNUVQ9', '5K8q5wwYCaBnFcfXbvSRMF', '2BfGmtgqJDrwajydnLKN80', '72wa9sIkY2CkBxyJdCrTmo', '6iIBI11AtLcOvDFN93KDD8', '2HlQa2BBhYI6CMtUxRrwo9', '0Rlur2k68z0OKkiPK0JXwE', '52fX7ARjTIUsRjfX8FNpbP', '4usF8Yj8AYkF2gct6eIoH9', '4iyz47zZIEActbIoOl2DDS', '1HGAPYPFCxDiTlxyxntArH', '0CGS2IW6beguEY75SiCe45', '5acysuJ3QEbhtyFRDpUAUN', '3IKSiLfEGHNYvTqERVPoMh', '6OJYUFwwdZoYFA9kbxDWzp', '4QkOMKFHrXquflUagUMw7D']"
28,10nthNuYyyLjxjxhQRQdU8,Jotun,"['6cEXvof2CUUcZaipBxpJ7N', '0JRksfLAdjvZJ0ohpXOM48', '3QsAhvUZ8Uj8vUqD1kNJuC', '2N0OeAtceARHesdgrwQfDW', '3WDxcj2guYcIyMqoyDDqVU', '3kI4FqfmfVkkdSmzAxO1R2', '3PLwjGtJQeJAdn0zQZDPz9', '35hm1NzVf13bIEDHtpc9sc', '2UPcTb5BfOhFTcvKmcCmdk', '7wuMdULoBWBMYoEGwWMFDL']"
29,2KHrrZCAkI8HOIJpOqLzET,Level 3,"['08dM9riBaHiaMdp9Hr43La', '1I3yuj2t3WfxqgiOq0n3oT', '0iyglTS5t81u4SFDZOGIQx', '2byWzRYh9YsgrZGpOIU76h', '7duEsCj7QbHyjNFmntqM0J', '3NgsUTaDrpucwbONS6VIU8', '3EQKvV0msZ7rkVu3Qsj7ub', '229ezMM2LxB3Y5SwlPoRRA', '74RXECEEdc945gowRY4ebj', '68RxHdBIJJ6YYkm1xibdPR', '1CjpISxqHEhh96px1IE3UW', '3yG4eBHuCVRdAGzixwClA1', '7azgc6j5E6XhEDAfwW3Zrr', '4H13RR31HIUsQxMAyt6aZq', '3j0JEvptj8TefojmBThiOv']"
30,3bqugHtzObJzBEwmG24I0y,Might & Magic X: Legacy (Original Game Soundtrack),"['3D1h055yJNdiZoY6eicjxj', '7GmcPpMSsZqF2EXb6VkPIV', '3vl9AHDopoASx02cmc6l39', '5iTToBR74IozoB4fqNV67P', '2k1DknmBDmqjMIhN7KaRMg', '4Yrg8WsrifdtJmz4iSkS2M', '30x6V8Rr1DcMeI0UyQAtpq', '2ucYiQl9YYAhGY8fvLmxwl', '3eJJI358sSZZLgH9uU6UPM', '3dCPQk6S51LLrsSYmGE2Vu', '2fNDNosr0bqdpjupP2ruiF', '2P2fuK82CubtPZhcCrn6pm', '6hQ28Ok1d4v3BsPAKdz7Bx']"
31,57qGJCHgxpUYtDrfCXRsOV,Halo 3 (Original Soundtrack),"['3f3vkXmdSGEu303Oa7nD8p', '2LGxAIOFXm9X5kIiYz2Lnu', '7czbztsgcoX2RDXrMaPKk3', '5GN2krlntWTJdPJYGhCsMu', '0ScaAfqVf1mvNdKo7PqEK3', '6nQyOj0qWJuhtUqDR9NrYZ', '51EkrP4fiyKbITj3bUfbB3', '4D3bGiimNszNWDIcoX6l5t', '1W84cldQxkhjra44elKmsF', '3UYgd6l3fiwaoikOYWXkzJ', '0xZrIhDuLAZbORi8qIGJZw', '3tIB1ww0cE6FUIZLntgn2T', '553qSDqgBHqwAJhZsTbLj3', '6OujAtshRzdFPY2QeBANqd', '2UZyvLK31JxlewIcBYuUOS', '4xOSviwyQLVSCzMnhteQuI', '2rChGlUp47kTWHT1X6rh6n', '4SeYfS8vKD8XiyB5ZyexCx', '3EQujI7w4ObQpoRkY5PZim', '7fULXdIaKbNgnhA2C8b6ey', '6aoHfzJEVxiJvJwNlZNZ0b', '4XeiMYNsKFLempBO5clDrz', '2ykX9vUfHfVdS2KGNcBo25', '1w4XiaGq9Ep9LbEoigxp5E', '7EQGjm5qrhQi2ogZxZkMS3', '0crDkTyxHTmQJgn68adfNO', '6MBTQEF05JcLUvg8UXu2dG', '3VIMkSKwqeFNmH8BTUFnwP', '5ZEBPc0yg4gP3yddJBVrEj', '6vlZ1ZsvIzve8JQ9satGSM', '05eRZcYJ6jdeNb41UVoxaS', '7k3du52Wcfyzw6pct9KjVc']"
32,6Rc7rkokin2O1ewp2vBZjt,Sonic R Original Soundtrack,"['02aNdz6VHHyjodCMNT5U9b', '1vjHTmHZXwFroARinO90SC', '3KyrMwEtMy9ELAX3qbV4f2', '0w8ECuZLCUP3a9O9LpYUbo', '6DmANkO1WB17OKvIHCumJE', '16bc97Ryn5J2N6v2ptK8XZ', '1zJBs1tPQAc0IJ5aSHVnjX', '09MS9T9zvo5a27uZ9Pe9iN', '4ehCvnHAuZg6PNmrBrOlUp', '3LQTb0GEejTKjilo6g084X', '3nBjJPbaVXpbOt7G1UPER7', '2NT3K7ZqEzphW4fMC9cIbQ', '7kkpbuh6B9OiBhxonHxkBZ', '5KmiPKMAi8L5LxB3Iog5X4', '0Ri30x6hjU0G7Inzr1Inq6', '0dE8NIeT82lWGGfi9WNkQ2', '4zLb2WU5afoQPqLO9lNa0M']"
33,59EuNnwsJyfhGf6XQ5KS0Z,Aragami (Original Soundtrack),"['0bYv5t281TtpsFKymmA1XE', '6hCGyL2HmzxP3wpQflcIbF', '2LAjvbAMobSW4Kp1zgiwOq', '4HgWz2eLTGrs23cpms3TW3', '29cvGIuHUlMd8YafPKcMzk', '6k76GnOHRwf6UatDjPdWqO', '1IMseWjF5dHVtPPzmlNU0d', '6oDdS5kzdvSSK8vAKWeAeM', '6I0oA3nQUTpaxV0v351smg', '6EqA7owjKq0yBSvX4Ri3OV', '4OCS8wRauScleIoNYcALhE', '2r5iON0XRbFLznFiDA9NGX', '14b77FHrle8CIqSGI7Z06D', '6VPWjhMaGxvdZRaucoaEYv', '3NGVmBUtbmlzI7Kt0NrZl2', '2Yn2yvWytpTvEu7ePl6fkD', '4uda9xONLc6H0zoa1aSGgh', '5hDEdc90oixmzJdT8f4Iqb', '3mGJY5lwd4eARtzExDJKDZ', '17px1tGDW4sba4AFBrsAYh', '6wThDS4AU4SdvkcSg9TAHZ', '1l61VgPUAdt0eSw2JsvUFb', '2krKdhYLtEuf50pTaRs6Pz', '46J0ts9beI8UDNLdtmThuS', '2qWqeQXnv0VmoJIaapZQIg', '4RRGc1N9Ihfu0hy2mmVaiM']"
34,4F0pkUhnyUTPDw3Xqor0Pa,Spiritfarer (Original Soundtrack),"['4Kq3QGcyQ5KzUxMptJxJhM', '7cNAFE3DHfPtkFwYu0Kv4D', '4LKELM0cZ21NwaoF7Svkat', '5K3jg0d6a7CrNZkVC6BZmp', '2Km4gAXLwipbyPL4t8CJq0', '4SdSb8rZymVsJ4GtJ3jq9W', '0xCTVK0Fz4t2KhAf8Hwugz', '6KUP7vGnoieM8J2SdJAFdb', '6MKOsU2s3M5eyXv7rAImzr', '4XAbv7c0fxHGvUJzrA7vmK', '1FV6YLFXWfG9mPVBKGOXES', '7ouGIhXtK1lATQsgtp87tq', '3T4VwphEX5Ji9MNUEP5gl1', '4yKHRqu3A7ubBfKeG2OUgP', '3t5vWThaxZF7Uv1UGKldLU', '5YPbFEVnrbbI6TbdswydWj', '2w05enFyMF48bKaZSq2aXg', '2frDu0cEksljNj73b4btKq', '6mvXlh02sm9GW81Xbp8Bim', '7lOdhFBuoDdOJQh8dH9B1b', '6FanzfTRS9w65UtKGnmFyG', '5Q1a0kaDNzq4PRkumEwSEf', '7xVYhaasZgbXynIKSucurX', '49GyyeJXRBgdLtnNsSE3j5', '5wSjfhTYyFDn22g88UVvNk', '0je6dyVznvNt60kcrHlhk1', '6stwC9CxzWXC6iQgAc0Znf', '3d7pE5nQwt5SL3YpVkEbT4', '35KawpoYs2aRNVz4kLW0eu', '43hSOlyZzp0aOibJChs1gb', '13M3YXQ4hqu1G2SaL28uQD', '7MN7IjsRaG00ulMwPBG9GW', '3jv2CsNRcSd38waLkVVepW', '6BtICrmIWYQutqCfwyg8oJ', '5JN9Umxkh0qWLRPZxFFyaw', '2mV0rdLRdEQJyn8SE7buBU', '6k8sXRLtLGpdsfWaurWDHd', '0tHCfVKLC8Zzz0wjVxh3Jj', '4Dnmlj17p9Aj9L1QrsPheW', '4eHFHMHXMZngEW2btq0Q2s']"
35,3lRqLudF94UtGUmTM2bjfd,Celeste B-Sides (Original Game Soundtrack),"['48p6Htea7tGnuUcRPOcK7U', '2fnovdkrP33dRMtJQ0O41c', '1kSZjgHQG9MTVbJMId8EPU', '2XiVI1ZMabQc0VIChp9KoV', '1wtbL0IKJN7n2oCThDgw73', '0A14R0LqJCVmVY4ww7Iwjy', '1XDmXmq1aYbwNPsannu4n8', '2gBI1wTBX0a9PmP9BVS9fJ', '0jUTaGpdxlymiudtSZ0KyS']"
36,3KmE6jhg7fEXffy7F5XIMn,"Call of Duty: Black Ops II Zombies – ""Mob of the Dead"" Soundtrack","['0emoHo6F49vaomApgXBSUP', '4i2jd5Ubt0eUigTVwrhqoA', '6iRx3daFRc403zCmqkGz5l', '5Bl4QB4H6c0qDUPj5VkwpO', '75UOImIjuYx86UDxKpZjpL', '4ZAYFx3If1P5tigev4puIh', '2tfhwDWjVozySOG2faPfSK', '4EEwh4UqWiBVvnys5AcVLt', '61gZnWbD4xHRh36vGwvoW8', '3rtXWRuE007j4HpZKnvONE', '3X29Pbd6bEjdQ4PEVPiidP', '7dgRJTsQhaQpPkTV2J5MTb', '2H0ZLUmZ6xM2Ayp4znVm3g', '462r3qeKDrfsHMqAdOE4Bx', '6JdP3ae3CZvsbA4L9Vt7ID', '5pEDBiuTz49YLjB7kqL6RS', '4ElHo173zDmEhutaABVjCk', '5ThaA8jCl9hTKc7EwZhkSm', '3T1FNbZvLlYMT4PC7bdJEw', '0lm1DB6nMo1G27HGk06dAl', '5BEvLqNfSWIFFdhduQEMXS', '6dnFSRtSgtUY7h0Nl2MuvG', '6C7mvWv9SVSkbFjF7p7jzT', '4G4s7mZqymts1ww7Y0taRL', '4VImmP7zvDwieUTgbb54Qe', '0VJ8VnDt4z3keorP8UgqP9']"
37,2Gy2IQbKCWP3ax77OVQk3r,Child of Light,"['3ZuXIVoa0q3D21CJY4ZLjd', '7oPHgasTlr8yN9yinSRmat', '7GlGaITFNC5XQ3mOzlZXuz', '6a757ZdIP6GQGxHaFAMgnx', '1TlIxkDnw0aaxgHNFAx6Vh', '5WtZp0VFA5zZLob9nk9BJR', '0qBBSkqTf8Eo7Av46bzbYX', '0RSeyKLcqhMo7RFCM3EBAs', '5wwXscKHLq1ys1labS7OYr', '2tMAe0gj2F3NP7T5De4VWh', '3jiNyH5YathhlhV7OAwT1F', '745F68A80qdnjs8SX4aIAf', '1kWD1zjtidohfhuZVBylJ8', '7cCoslwuYl29pZiTTTdg7J', '1BX1joiDRohbpOLDQ5sQh8', '2dVAMnEO93AYDippAaCCuv', '17w577X1JG3pPEMkHc5Z10', '0776CVqZhsvDLrLMoEmHJM']"
38,3tTZQMWFhpj2tLEgFICy0c,Destiny: The Taken King (Original Soundtrack),"['5IpYqoZfxebjiCmkP7Jkgq', '5VWzW9IT5Xpi6SLsQNWvHY', '1yJKlzUxK3O97CNzWKnQTU', '4n3LYGpHVS5T8dMIQjXwvJ', '2WWsEkDEnZD0uPiTe8EUPA', '3zNwiNIDt31hydvGicbF0S', '4smGsJ4uYvtz4PcGoyoG59', '2iRuSg2VMlb2S9Ny7XYUMB', '4n6XTBxpBnrMHYSiR6XmGP', '1WuliUD4aJx3691gjCKfkx', '3P2YlkDdaBP6CWxejmigph', '3gGIZVDf3cDPcXqfYBJ9SN', '1lJqpmk2nDIzFPt0ygUt2R', '3q6eii82On6ejdyIRrIAyt', '6zHuMrwar7fRGDkjqzRaS3', '05AzNGFglb0WHtoY9GW4SX', '6AksO9cr6wVATx0iXxL4E3', '5uZUyG11lJ55EuXwoHIcKb', '2vRJ0traDM19P9VRAyBBvw', '3Dawv3wRe75tt0JPqAAVtL', '6bQQ0uWkDCt2eiFFdOqHd8', '2l1xlyigD6CF8x560feaMZ', '4BlNcFiNyHHsoaiNLe4aDi', '0e6PS1NmAiOlBDNvz25qR6', '2Z0x09iJkoQMWuU2Q3wQti', '63yPGMyP9ZDFT9Nh8s3EXY', '4EOq5DaYlGtgCTXsLaIlut', '6S1jkzgOysNRT14DnZl13q', '1NBe4m6hgG1T370Zv51had', '4dwj3527HlqHUMSNkJVkDo', '3cdmeirseP8aZvFyyfhWOJ', '20PVDck6Dlw5pJv1dffh5F', '3eTGEkz6yZLgiC8YZxYFSR', '1wtokE9eqnukp9KOkQOkj9', '1TqMFQpGqgm9SovfZJAHO1', '3jZFllSuG1JqSW61zKa4ce', '0qkklELtZXbj2KqglGHNHT', '6sRY3YrYQ7b0zIQfXbkqA5', '5n39FcvMwP8SMczCedycZe', '1Un1cRcUCLqDLBXGrutCtP', '1PTG7g3gCLpe7NS36ZcWlM', '5QVZW68DVVRw9MiiYyiIEb', '6CpTthz3ltq6xVlr9HMQld', '3xBV03rQpHMkfb03a4wHCl', '5nfgq2CGIAp9hisSgHvV8Y']"
39,14h9S7VfePhEoSe2ixjGvn,The Settlers 7: Paths to a Kingdom (Original Game Soundtrack),"['03mV8s3P87R2Cz3NuUhR9P', '1AFH8u7MkR5fAHC9mKxDOG', '4DRVvewHIt4jmGDXCfRkqh', '5NR89bPgI8yWbvhusYdezG', '2KUxvcwbpffW5D9CurKPB9', '6LcLXANFHdjxvhBVGBqPR3', '3VrWfLZM2ud6Z6Lieqlo59', '2C465FVXHxOMrwPbENKwNn', '5oZibalMdxluO9mL0dCIYv', '6WuVusmOgneO3sUpAawGCk', '6s7w3q7yWf8DfQv5IabTzR', '1Ovk3YEcBdMeBqVISkK9Vs', '0lL4c98WZSViOi97OBRr0G', '3KtD5CQY2EDxZerw72uPTT', '6UWyc9uH6W1x0XmIXmBIMg', '6ER39fieYrEVrdgKxeg8Xf', '7wAjvtm50FlouD1cqpgnF1', '4AjSsEGtElVLWHnPA1pS1G', '3jvk1poiSOmZgolLuCrocG', '2tyFScLJuDriaiXMV5MLUN', '572vfEYsguwhIGvTfPjJov', '45u8vjjP989X3QbuRPN3Va', '6OJCI7YTSge1IRfY2sXnkR', '3W8DTm8nTh4Z5qhUgv4Es9', '5auImDAMk04epbOpO9qAjM', '5kZEnF6ZrDEXJ12PwxCZvi', '2hSLY8vxSZazVkH1pPVbn5']"
40,0Zw1ZMzItlKCkkRkLq8M6c,Knights of Pen and Paper II (Original Game Soundtrack),"['4jlhtyVxP46EzkM27lhQd7', '0Gywm5RqbVqD1HMciOP7Nm', '3c7CtmfbO8YINx3RjNvQgC', '3k0VjQryATF2LKmiQnbF0d', '7AZZzudS5oz1dppLFpXm0t', '2HpWWgf8D1mYw6IY4UVINx', '1DQ3B6AUNjS57j7rlCVS6h', '4uwzGS3YV3CUEKfIysRMiF', '5NdEbvaAra2oimUAbw8EZE', '6SJ55Q5o4F9rrran1xo6LJ', '6zB2omJXC6UmUyRcrRz1sK', '34qzg4hD3n5Sm5LzL49Zsv', '4qeDn29Y4OjWybKRbsPcMw']"
41,5zO9MFJPq7Lm01G5mn9PnY,Tom Clancy's H.A.W.X. 2 (Original Game Soundtrack),"['2bgTI0QDteRiWsNRNGpwf2', '1LqgBvFEKS0Y6SXfHdBD3O', '2R6JpEVNJJAJeSjmuKPZQv', '3qVX95tCi6LFcTjB9T6pUz', '5f2q9RBJJNi19ujWARbWSG', '3k6KHFcmbY6F70oAlr57ah', '6cxlhvhpQ99Pgk35P4CDa4', '3CrUrIWqJR8qwksk1KOFcd', '2mN8TKiEOV1Zy1brPqdlRY', '3ugMk2dPy76dpqq9pxUPDq', '4iAkOshbE6sf26IwdoARFl', '2VFfw7KcBaIL7eQ1yOU4bj', '1n7dWtqmitNqXhVVklrztw', '0a4I4MmlaIxIvALkmmrp7B', '0UsDevnL6YwmV1zu6sxluJ', '2ir8eEmcrabkmEXwHHNXlo', '5yrR8GZvpm7kFERUi8xjqD', '1IEAh63xWCBxsFQIq7aYQC', '71SrzUbEf2TW6i6n1m3rCJ', '2koZP4qpeyfwTXEMajWjLo', '2LbbYVNV6kd7ezV2Y6LZWs', '3mk8cQJhikgu7b5HrzSafr', '7dTOpJLnKStQoG5tF5x410']"
42,1ihHcMdKtZ3qY5eRXYxcl8,Hellblade: Senua's Sacrifice (Original Soundtrack),"['4acnEq6lTWuKpUKPw0ly0Y', '25muWGM6zq5M9vs1aKuGed', '0EgYgZlKy5EslPpFptaS86', '2loywdohHndA0tCK9416HT', '6rbm8A3jWfCuxa4ob4Qwhn', '2mqK3BMn7j0qa9OTWDDxG0', '0Ko9aSJpZQrRfhdJABWIZC', '7tCafJWsM8xSZBtATjQQpv', '6roFHBn0kFsj0H0ud7gSTn', '2tjMHxRi7XbWdmGSjC7JO2', '1pXfr3rzLgKkvDvXvOuatF', '0qGTAfbznjeJiMYt6V9trk', '1UaYT2vE5plDKPD8kKOVGQ']"
