track_id,track_name,track_popularity,album_id
6UR5tB1wVm7qvH4xfsHr8m,Disfruto,77,6BZkhYCGp75O2R4oX25nve
7ALEBJ8LOQqXVJ2tqnXtoH,"Bitch, Don’t Kill My Vibe - Remix",63,3DGQ1iZ9XKUQxAUWjfC34w
4lXHVnmDO5u62tGJIpTafd,Million Dollar Man,62,5PW8nAtvf2HV8RYZFd4IrX
28GUjBGqZVcAV4PHSYzkj2,So Good,66,7qqCw47pAWFzhwTpVRd0zE
7u63zva845rv8tRFi9FG8a,I Love You Like An Alcoholic,67,2H4MixFpi9BQdQqtozfovm
20DfkHC5grnKNJCzZQB6KC,Good Girl,63,7atJn49QvtOLiFxhQd2hp9
7gpy7sfWPNuOKmUNs3XQYE,Carry On,62,7iycyHwOW2plljYIK6I1Zo
1aiDlPLPljMFUylWjMZras,Something Like Olivia,67,6S0BIiWtnqU0PtumXMpin0
4bZd0nRuX8HyjeXAUBczvm,I Cry,69,7eLwoxxWs6lfkVYJGkGNbk
0AAl3LtvIhEilWXZmYHeh5,More,75,76iE2t7UDAZLNkqHFuvWtQ
3pDhN3qB33AOPhQEkUCaWt,Limbo,78,6Hu1DObY1WeKWxHfeaOcFg
5gCBDJVkU7XHkh4b9i43hn,Mine All Mine,63,3wk9iRnqzxQalPBNekk0jR
5yyqx4brn6Bm9U1Rj9ENnz,"Touch The Sky - From ""Brave""/Soundtrack",66,7vSvdmI0szfMcn7LyVjp0R
5B8N5rPOmTVVGpuBMK2Vby,Teen Idle,68,49kf7gWWtReFwPcCNsvyUf
6IBpFG2LU2udYofIuROp3w,Lost In The Light,68,4GRRGsQBwwd2kKaEXZqVNd
1vNn7rVQT6UtEW1NGH53fT,All Night Longer,62,6WllyUCkaPD6rFK89jojFO
53dkS3h9uTNsWYZTPacnpx,Oldie,65,7ibEo7IK9E9mi2sU5rJNDC
3Tu7uWBecS6GsLsL8UONKn,Don't Stop the Party (feat. TJR),68,2F7tejLHzTqFq2XLol9ZGy
3l2S2RkGG4lbh7WqmCV3NB,Ride,62,5PW8nAtvf2HV8RYZFd4IrX
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,77,5BvgP623rtvlc0HDcpzquz
6bzwoiUt0s1KDOedyy4OtQ,High School,63,78XjkzI0J1YpzKUPgzWbat
0c4IEciLCDdXEhhKxj4ThA,Madness,70,3KuXEGcqLcnEYWnn3OEGy0
7bYZBVrnRfqeaPbhRyEvK3,Thrift Shop (feat. Wanz),70,2pFX16u42q0e5F5vRmmzYT
0ZyfiFudK9Si2n2G9RkiWj,Ride,68,0Dt3FbpMQwjoT5KNAw0IXR
6VWUOFXGwH1OgyPrfRONrn,Bring It Back,65,7co2UrRxl2TBgj3BCXIvnC
1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,75,4XHIjbhjRmqWlosjj5rqSI
0c8f8b76ThPP2MInXEZyTY,El Sol No Regresa,61,3PXv5uwPtZmtg0Qq6PxAgm
7gQ5c5HY6zMsIck6QLY9dJ,Hurricane,68,114sumrk5wTeMWHVin86QC
4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),69,2Q9oTK48eb85waX1fFJsvj
77RNVzAVwqWiZrZuWqMV2i,Nancy From Now On,66,2CXVonfqGwTQu8dgr2qkNS
2kfpH2OAAdpk5J3JaraAIh,Hands On The Wheel,62,1C1mvUxPYGzTqVpXu6vOLf
1ujiHGg5p9SVrNIV4jumQK,Medicine,63,6BxQ7IyCBbx4CeB7BHQwet
4EbAftNM732UGLF8gmIIsX,Mi Santa (feat. Tomatito),72,6a3RDPcFamZvFCi8VeXWkK
1o1Pny4JcE3LdUBeBedbm6,White Walls (feat. ScHoolboy Q & Hollis),67,5QWHes9ODwn42DHTifGkXd
6czEmVcntPHqHBYt2eRpgY,Jump Right In,62,1s8rmXFgIuXVpUach3s2V7
2eRYuzlSOBk3HlMsCSOLPJ,Baby Come Back,64,0GPZjIWU4sF8wmdNv67Ukc
36ux3YuUsGTWPT8fXclS45,E.T.,70,5BvgP623rtvlc0HDcpzquz
12eMQUn2GzfsfsQLH53M19,Scream,69,7eyuQZCLG5tdjWpKZbDE8g
0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,61,7i1Ej2Ix9aIiLKqhNwAB2l
0qJWmTaT1qvCq0brgx8k2P,Nobody's Business,62,4eddbruVtOqw8khwxSH6H2
