album_id,album_name,album_total_tracks,album_popularity
3MEKpJ7wSSp6Z661ThjrUJ,Destined 2 Win,21,81
205UoabL8LIgfrjHi0uvUw,Low Expectations,15,70
5052Ip89wdW8EGdpjEpNeq,Formula of Love: O+T=<3,16,76
5Pd9BAdq82WtSRll6W9zHC,Ten Thousand Storms,4,63
1N1BtWoCxBjmLwTTMFRgaG,Un Dia Todo Se Termina,1,62
4yhdOzyz5ih5L6YA7kOnAK,rain in reykjavik,4,61
1F7sDdTBfac69FjehSaCc9,Cherry Blossoms,1,62
32ium7Cxb1Xwp2MLzH2459,Sling,12,68
4cGY0jqWYTCIPwQRXHgKvy,COLORWAY,9,65
0rDFeKay5JBgF7fFIUWYca,Décimo Aniversario,11,66
5BQcoDfcZ8aBcikYX9B7Ob,R,2,70
3zTdYxlP3AQMBvbLtJQeBE,Todo Es Playa,1,67
5hUFZjxtqYvxm9FGUhHCdE,Bad Boy (with Young Thug),1,64
527JxbrqUTevhf0mgQlMWB,A Gangsta’s Pain: Reloaded,29,64
3fG4IID2LEPJ7iBSsnVvuG,U Are My High (with Future),1,64
2oWrvVt4fIMO5DEHXSUrhS,you not the same,1,61
66OYt73mqan1hWa78BhfPd,LALISA,2,76
44CdsgXhU5R2esprq0tf43,Angel Baby,1,71
5CnpZV3q5BcESefcB3WJmz,Donda,27,81
5gH9EDMWWiLEplNCLb1r7l,Dick (feat. Doja Cat),1,63
4NlCk3xPB0LE5Ab9UwSK7A,Keraunos,1,65
1MyVogY0FXlgs1qtDGk7OK,Vive Y Dejame Vivir,15,70
0gXdxNdLAdxnqITRqOaMYX,Líricas De Oro,8,63
7mJxDGu1Ch9awEssKwiqg3,Se Fue La Pantera (En Vivo),1,69
3B7qr4tEfAr6vqxG8KREW4,Eye of The Storm,2,63
0oI1JYlTYpbR1ewBStl7Qs,Universe,5,67
2bnuOCorMF9NzCFQegmfnC,South On Ya,1,57
74vajFwEwXJ61OW1DKSPEa,Positions (Deluxe),19,72
23zzZlUiABIg4ftZbJ7peK,Volví,1,73
2XtDT9YT729iLxWjuTMtrR,Batman,1,56
35Q09Y0b7ZxOoCdF7sBiGf,Thunder,1,73
51IGu0d5eyVVO3wAxIm2Ep,Hymn Of Heaven,13,64
6EOyWmHnLJptnyjB8xrYT5,Happier Than Ever,1,67
3VCaKLIlIDrfKvurZcTmBl,One Mississippi,1,58
6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),17,83
7l2g05NyprwonSFIs2y8at,This Is What It Feels Like,12,72
5dLs93ATW8WYVlszbtKKRa,Going Back,1,62
2YkyuQGoMV2FlG7mFprnRf,Let You Break My Heart Again,1,68
22ljnmjYzy4TS5tCtaRIUE,Del Water Gap,12,64
0Fe4Uj7GkgA1uDGGk8s92C,Up (Instrumental),2,65
4ks1Xkpt67UXbJamJFZ8et,Run Away to Mars,1,68
2JnZQM70jbT0J1Xq0qgl24,The Perfect Girl,1,74
754Bhr4Ck2WcFAvHWlykmp,En Tu Perra Vida,1,68
7N2DIKOu4lxVAqcLX8ZOqp,Is Ya Ready,1,60
2Hjcfw8zHN4dJDZJGOzLd6,MONTERO (Call Me By Your Name),3,70
4LGYBcRsteiXjcPD4QQvxv,BORDER : CARNIVAL,6,76
1pCA38N6MkLlthXtAOvZTU,JORDI (Deluxe),14,81
6cWawCk4DohREQA42eEOe1,You,1,66
2CPwUEgvViKF6S7LAchZAZ,856 para el Mundo,13,59
6uiblZVOgKdhYp96cSCtqu,Gold Chain Cowboy,10,67
6hw4US0vWulw2mwHkI6W2B,Brahms Lullaby,1,64
4QLAtpLNUsHEYrcHXmMIZZ,STAY (with Justin Bieber),1,79
3I0SEplNpqsPfnLVZsNPif,Sayin' What I'm Thinkin',12,71
5mfu4PYgYHbDBUvfCcAMVy,Big Stepper,1,60
5XyrJDyXLimURWjVboM1tC,COWBELL WARRIOR!,1,72
2WG76KEpCWL8c790ZIEXk7,La Mamá de la Mamá,1,65
3NRAio2j75NpNvs8KcIgtc,SEJODIOTO,1,70
2vR2wBrb5I4UKOVyMxxVz8,Está Noche,1,57
7IKkHmEk4It4cRdOYanyvW,Punk,20,72
5BlMYaGM6uoxCXfzHkZida,Lorimor,1,59
27rVuwJ0g0eKRpnvEhQl3G,Tell It To My Heart,1,68
4ASsNh1WHAjrGKh5jp0Q4F,INCOMING,1,67
4U7rGOkJgtxs27H9L93Xli,CRAZY IN LOVE,16,70
71c88ePh8VRMXLmLdDEGzf,Daydream,1,63
2A5ksnhz7YWbRLvFMjX1j1,Pepas,1,77
27gsXWvDKDGRRaEiqxGuP2,Bonfidential Files,21,57
3ciVcxQykTNkAznZzpDOJK,Lease On Life,1,59
23M1xUF2RoRSvXtpwQP4rJ,abcdefu (angrier),4,63
1RYBqAoMBjelC8bI6UJX2O,Valleyheart,8,60
4nProAxFavzKkbaRQ2Otyk,Summer Of Love,1,71
4tokbQaFXRrq8keVGBD9vb,Motley Crew,1,69
07TMPBekE9j6Q1ae126ysU,"DEV, Vol. 2",5,70
6ymw9w3tGhxVGBskQAhsvm,"Gravity (feat. Tyler, The Creator)",1,63
50SdnzlrXUMadt9JYeaJSh,Hecho En Medellín,10,71
33O2GXSm43GLTmYQSTxDoL,FAMILY (Deluxe),18,57
338LPt19lJ2GiGmxDSOAtR,Who is Nardo Wick?,18,75
5ZI0k3IynnC5C9QKMmY7cB,Long Time Coming,12,63
6tUQPKlpR4x1gjrXTtOImI,abcdefu,1,76
1e35jCMYgVC4dOt1YykB6v,Soy Buen Amigo,1,66
5MzgI1Hzjkf1Dj7xW7d1GL,'Til You Can’t / Longer Than She Did,2,61
6GzXN4CWv0p5jIMKRU0ZBZ,Fallen Star,1,63
3VXjXfZCtUllbqHKAYLSzC,Last Resort (Reloaded),1,58
1TphjjWjHo2s2nFeZWrThI,Phonky Town,1,70
1DJ4bBATfVNTZ3Y0JlX9oi,Outside (Better Days),1,59
3XoK5Dz1cSeeRi5bbO2Gbt,Truth About You,1,56
0YXwzkrl8DQFvjXbcTdeSe,Forgotten Skies,4,62
1RsqFdvHFKN9VGpBmJtUku,Bigger Than Life Or Death,15,63
6vJEQDkD0nvKBuEgWiigVh,Leaking Clouds,2,63
3uyOwJu4r3yroAkFywNFM3,Culture III,19,70
4UoCxroyE9PTk016nnqKiK,23 (Steel Mix),2,60
0m3xqY9mNxOakhzLMipjKl,Cherry Wine,1,66
09qRQwHteDmqgCTEe2HcYl,Eudaimonia,1,61
7nHMe9rUda5n7GwppbV4lV,Want Me,1,62
5wJb3DBSoSMKYJA8TrNKi8,OUT OUT (feat. Charli XCX & Saweetie),1,72
6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),30,91
4QOjBDPM9AbaxFzV9khrca,Stevie Doesn't Wonder,1,66
6h3QqAyUznHmGJj90J3WZl,If I Were the Devil,10,62
0e6v7RAfsLk2UHr5gvDitO,Corridos 602,12,70
5PrhnVNOKoJC2aLLfabxuB,Pacifico,16,67
5CAI53hmKfuMEiDuWIUg2F,Always Raining,4,61
6rFyXU9FiGytyYqfbwYO09,Linda,1,65
5cyWGgkGniYOaNkKrPOy1p,Cada Quien,1,63
7neQoxL2lAY27Xa7FMQj4y,VISIONLAND,20,70
63JLhZdWWlSldDCyScZ3wB,Ride the Cyclone: The Musical (World Premiere Cast Recording),23,67
4Uf8BVznefnd2xZm2nRFUx,Notion,1,75
6IZm7NfvWyXp952VF36Z5F,If This Was A Movie (Taylor’s Version),1,69
2fyOpT5c9kxR8zbDh6UtXh,Save Your Tears (Remix),1,75
3T0gMffhvjVW4DQi6PUj1L,Canary Islands,1,59
50zMs3AwxduoOoQoN17955,Midtown Diaries,8,61
7snqOEQEtKqxJw3NTGml6i,Yellow Tape 2,20,71
0HaY1bBhaYUEXBOSva6Pf7,Nobody But You,1,64
6iMshsixZe8oMteQdln5kp,eat ya veggies,12,67
3uBJcpWWkUjf67rmvtJ4Fc,Dormir Dan,2,60
70uNWLPkbci5L1bZI1Mzp6,TO THE MOON,1,66
6CR4ozv4yOdaA3f6PPQepA,One Foot In Front Of The Other,7,64
38P4ol8xZRrL4DqxxWKMAo,Déjenme Hacer Dinero,1,63
5kE2OAuUYGBqqzscqgBXXf,KHALED KHALED,14,76
4aGT0S4pchi25g6mtEbZ5j,bleue.,2,60
7swo0lVREzeFmLpCTKAkzs,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],1,60
2UwJ4Nt10VStLczYefhcEV,Shiesty Season,17,70
2Ke07jWpOWaNVYpNMmXt7C,Tiroteo (Remix),1,74
1sujvm6paInfm8fYnNdjIy,4NEM,14,63
0NzheutoSuzfMlENTnHTQl,Fever Dreams,11,72
3SpBlxme9WbeQdI9kx7KAV,Certified Lover Boy,21,90
3cLQ49Ll3nGRkw3HSSk92K,Expensive Pain,18,66
0RiimwsSMUsxrBu0RsyuRH,As the World Caves In,1,67
24t0q0pqu7y9udfr89qf42,Jumpin (feat. Polo G),1,59
01dPJcwyht77brL4JQiR8R,IU 5th Album 'LILAC',10,71
1toqZv5ko57peyVVpYJFvo,Te Vas A Recordar,1,57
28Yv9BE6ZI6dccK0sxbEq4,Best Friend (feat. Doja Cat),1,66
3lMWNCoEQzdbb9lSZa5gv9,Ambition For Cash,1,64
2y8j3djW8ZswvAbEcPBBti,DAYWALKER! (feat. CORPSE),1,59
424bxvpYyNDM2DFFibeKs0,I Know I'm Funny haha,11,65
53fwPwnhRo2WpC45mQahUL,DIGBARGAYRAPS THE ALBUM,17,59
1NsJ6u8jcjsyZi9igmkbqw,Nadie Va A Pensar En Ti Mejor Que Yo,1,62
3SdFuYwyWoq7kuaHdTDcyD,Goosebumps (Remix),1,73
3sDud6BapENewYxlL8VH8r,It'll Be Okay,1,70
4K3SQSfKMXLcVnyUSFELZw,SUVs (Black on Black),1,60
270o30h7cAlEhBnbuSpFZq,El Dorado,13,77
438ToDoVaJH5aTIXXrlDyI,DEMIDEVIL,10,74
576UTio7xgY7YUxrHMzxeI,F*CK LOVE 3+: OVER YOU,35,86
2D5tHTr2nSi97CTDsPoDAa,castles,3,63
4BwfoXhDqTfiGS6pZueR9g,Intimidated,3,67
4VZ7jhV0wHpoNPCB7Vmiml,An Evening With Silk Sonic,10,75
0x2ntwkM3GoLVAPjAOPrWv,If Orange Was A Place,5,65
11xZPFzFKdaLz2BTS1d48T,Tell Me About Tomorrow,18,68
2momrvUqAMigmBoOOKuavE,NEGATIVE,7,71
62fU5P80Fv7suhcIt568tB,InLovingMemory,17,63
11GmvpYnbgK0rSryPaV5BP,JOSE,24,77
15BnishwaiZhh0ZY3fnxMN,SoulFly (Deluxe Version),28,68
4SD2UxRO9OgeSCQK0PN7cC,This Place Will Become Your Tomb,12,70
3AwzfcsXeljU7JkG5GQn8Y,Timelezz,17,76
4tnNsvUsbJAoI9FESgvkOJ,DLOG,10,59
6qNMYsx5OUFDXWAoct9Pge,Astronomical,17,65
6GuGhvQs5EpSxr6wQd71Bd,Los Angeles Rain,2,65
0CPD6yP11H86RohYYNBD76,LPM,8,80
2wq6cnNKGy6tP5c5ow5Uo8,POCKET ROCKET,1,65
4CK4qIkDBB1Knqwzkm12RZ,Vamos Bien,15,72
6ZKRu38HcgmoIaJwj61XgD,Every Night White Noise,2,63
7vHnOZjiqPEgDP6BkmEp2Z,WYD Now?,1,65
4b2xHCwmoOeGHbo15dtqfb,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",1,72
2myOeDsuEGTSUhmkRQMH0v,Ezekiel Singles ’18-‘20,10,68
6MGSAlP80JS800sXlYroNG,AOK,2,57
1bTgKomQYSkKYPD9UI9W4b,Enemy (with JID) [from the series Arcane League of Legends],1,75
6VSOIs13DaSG2IPilNviX5,Yonaguni,1,78
3boOG8cQ8szHDizPKUyBFD,beside you,1,69
6USJaTtVIy0YH5hhzOWVHe,Por las Noches,1,85
3752EkZZ1wjEzZ1MRd9rsV,Nostálgico,1,72
2bY51cinHBlscXIoLUsDYa,The Truth Hurts,17,59
74UvOvL6L4tZbYFtY759ZG,PINK PLANET,18,73
0jpQZkMeWh9yysxyTSCywk,Memory,1,63
0H1ASykMKIX8PYfqxbxBar,Killer (feat. Jack Harlow & Cordae) [Remix],1,60
4Wj7RdGgmcNbNghdgUVQXi,Smokin Texas,12,66
7Jgwg8nxsehAXjIYYsdanE,Lens Flare,8,60
07ta8NK5ZipBOVSQgbGxtd,Goldmine (Deluxe),17,57
03HTFr18vhLwCLFq6kWHIw,People Watching,1,61
4MRgsu0MBuBHzMhTLBgnNz,Soul,9,64
3QXYqRVyBQfNK3MDn82hVF,Benbow Crescent,18,63
4TENiEyNNnHbRixbSa0XKg,Butterflies,1,66
2TGtXG18s21Q1jnY2TC39M,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",1,70
6EBrUVVsjIQD8N0c63mqjv,Our Extended Play,4,63
2u1Wc12FWm7X2ueUHCHxJC,Red Light Green Light,1,61
4sS5IjHR0YOJQdSTQ8whWz,Trip At Knight (Complete Edition),18,76
2i5NyX1puwpGt7tmaP5sEg,The Life Of Pi'erre 5,16,69
4n05Mdr8HuetVr4V6TWnWI,Descansando,1,62
7tJ8Wtej161vR0uCbGDiDR,Juno,13,64
2UzTbwe7H4pgyenZB8s8bR,Late Night Rain,5,60
55ALbKLzliLSlrbVRcWft9,Los Mire Con Talento,1,66
4DZWXg7CmxlSFgIt83wTYr,I Can't,1,61
278z9UXJaMNDH9Bel9uAxV,The Motto,1,76
1c53AOH8tvbZb1mY3jpAHq,Carteles,10,67
59DJY70HuReCmWs6EzRoNA,Tus Jefes No Me Quieren. Llegó la Cumbia,14,65
3YbMxdapL6mvSQjosFkc0T,How Long Do You Think It's Gonna Last?,15,66
4j2syEjl3h1To8KbRgvmJn,Love Story (Taylor’s Version),1,74
3Jv8XjzlQel3avRbOzysXB,Botella Tras Botella,1,72
4zi0Wh076joFe9HESotzxP,Rain On The Cobblestone,4,61
3Hz3XGYtM6rcRIPBJVAury,agoraphobic,1,58
1YgekJJTEueWDaMr7BYqPk,An Evening With Silk Sonic,10,82
4rznzfuokCVEOo5amWNx7c,Seduce (Feat. Capella Grey & Tamae),1,60
4JaYe7HIddzNaF3rUgJzHI,Sauce Boyz 2,22,82
1jTRS4KS666BesH1GUHyEV,AM Remix,1,68
1KUJKWXmE95TPXxeJecop9,The Great Divide,1,57
6zQCdokfVne8dFU5Z5BpS3,Missing Piece,1,62
0VaHnwzDug4AcDkejYDUl5,Sunroof,1,81
2iooIm9txIXCow2rvSg7Aa,23,1,68
2Y9Kal9IDz6JphsCfY6GzG,Enemy (from the series Arcane League of Legends),1,70
3PgoWZSSEFdI0f5gektpdn,Uhh,2,63
1VxVQAgekwkFo8yoXvFZ8o,B4 AVA,7,67
4TxQPPeud0bVH3RcoHCzcT,TALEZ FROM THA STANK,6,64
01rBH68wmywHjXgati7fzd,Beat Box 4 (with NLE Choppa),1,59
5fNgtPuw6QFGW7M9FdOX5x,Royalty,1,72
04QDTmdKMoDHqqFaHEoDVP,Scary Garry,1,67
0BA1h18jGi9tQ4iUAacLMG,WAKE UP LUCKI,12,64
7L8IHgiomfEpxOm61vgPTm,Good Things,12,72
4IZknU9lFykJaudWhINIDl,agenda,1,59
7pooeoqY4uJkTaW70qxm3z,Typical of Me EP,7,67
3WCLzYOlSmLD2cy1RXdwUd,Sing 2 (Original Motion Picture Soundtrack),17,76
6TQ8nqw43uUOWu7Yqp58ko,The House Is Burning,16,71
1uNypcb5QCqYQ70tg6LV5q,County Line,6,61
2dEf6lN5qYFQQy3Jd3ScHG,Running,9,71
7AzZB0UHZtWu7Ya8yQN3iW,Stack of Records,13,65
7hnH4pDgMDP4veSuZ7Uxlz,The Life in Your Eyes,12,68
7KF1Ain9mYYlg5M46g0i4A,Teatro d'ira - Vol. I,8,81
43yKUvEVZ2dTy2vOrozS2j,Pebble Brain,7,72
1y2AzG31F4CuCKQ1rpIzaI,OK ORCHESTRA,13,74
4TzzpYnIMI8opSO9koKKVG,Die 4 Respect,11,67
39McjovZ3M6n5SFtNmWTdp,My Universe,2,75
3467Wn1M2kESux2YS9Rczi,Ride the Lightning (717 Tapes),1,59
5jmp7q0hmtB7vlacGfTdAB,Change,4,58
0JGOiO34nwfUdDrD612dOp,Happier Than Ever,16,88
6K77XaXUfKyBHyow6u7XPl,Studio A Recordings (Live),2,58
0s1A44tg1Y21SLHDylmugR,Body Language,12,61
7mbvRPQce4Lg8NpQkpOzxX,Welcome To Countryland,14,61
6dfdmMDGw988CzNEFdnIcY,Life Rolls On,16,64
3AocIGXpIRlNgd2BSoETUH,Dear God (feat. Kevin Gates),1,56
7zV4TOfILpmyaArpIZqzkO,White Noise,4,67
00WvhKa7aS4GRBHsRy2vRS,Don't Play With It (feat. Billy B),1,63
7uzmNefPoRgc5Pi9DS00CC,the rainbow cassette,8,65
4DmITPOATTsiWEWtJrPqkk,Alma Vacía,7,74
7HCh4HQHDNZkXphOzb6ugT,Only The Family - Lil Durk Presents: Loyal Bros,23,69
4589OIFRZp41qbsp7TWFCx,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,75
33TRcgk13pDfnELf22G8wN,For You,13,69
5nlhLmWKBfIzkCxwVRAFd2,Are You Alright?,4,70
5FB5E1fwFeVqpz2CCzRSve,ESCAPE PLAN / MAFIA,2,71
0e4cbWt2IcUYPXn7jCQXt0,Spiral,1,61
0bwtv7A8S0PMvgobvukQO7,Override,1,61
4jPnb0rdxEawWMlO8RfzJP,Wilderado,10,62
0W26SC6AcPdqk1Hz5hfWnj,Dandelions (slowed + reverb),2,69
7iMzKbqiM22sVThqjOWqPl,Grandmother,1,58
1LeB4us5kQb6xoSXM1kws8,help herself,1,59
66kse7y7d7ycufUwpUr184,Butch 4 Butch,1,60
2F58yhcgZckSuL5pDXqEi8,Hablando Claro (En Vivo),1,64
7x0UG4rToHvR7HkzqGN06a,Amnesia,1,68
5MCXOrCsU3R1xQ3kLI4oXM,Beers On Me,1,63
0gAyvJCgGfm5AqcRvAV3Ob,Inbred,6,60
224jZ4sUX7OhAuMwaxp86S,Easy On Me,1,77
1yXAYcuyEvKKc8SKJVnmyM,Puppy Princess,1,58
4GnznPcGs85z1yeeWA5Gyi,No Paras de Hacerme Feliz,1,59
2ioMOjxtndeNFrssEFnIjF,Buy or Bye 2,15,63
6QYK9rRB1nJ1ZnhEiOKT1J,3:15 (Breathe),1,73
59rZF6CVD9k11WPzt8eC5G,Lush Brown Noise,4,60
