track_id,track_name,track_popularity,track_sampl,album_id
6t9p9BwdZMCgXeAlkfA0RP,Lose You,59,,2y9DFhTWC7QQJMvygK0TzO
3sUS7AZuOA4KKxqNJLmrM2,Degeneration in the Key of A Minor,59,https://p.scdn.co/mp3-preview/09b8e522948a9165f5c5c37721703cb84feef5f1?cid=f588ee129cec4da4a194ece6210ffab6,3dgsCZMswt6TWbsKcMgoO2
7pbHkW8QeRd6i0FpHXqOlu,Blame It On A Backroad,42,,3W2BTPUHJX51hweWPNRenv
65wEZxhPlAERKLcSbTD7qc,You Stupid Bitch,65,https://p.scdn.co/mp3-preview/18ba5db18a4550d885c3e1e0c77a7a4f96a76011?cid=f588ee129cec4da4a194ece6210ffab6,69p42ovQdwmYPLUsAQpeNn
0Rz810tdw9rgLr9dSMhl9j,Me Without You,45,https://p.scdn.co/mp3-preview/8652f95aee707f12234e7600b2f0e44b6237beb6?cid=f588ee129cec4da4a194ece6210ffab6,5eCmZVM5Kspu2B1cyVdSqq
0A6CJaugwgh4bjnSNyWtWF,TELL ME ABOUT TOMORROW,55,https://p.scdn.co/mp3-preview/3ab2c66616789a8ff5e028377908c7fc3d8409a3?cid=f588ee129cec4da4a194ece6210ffab6,11xZPFzFKdaLz2BTS1d48T
0DBb4vItW595Mljc7vXaVu,Sand In My Boots,57,,6LBPsXUjVuNe9ywLY4xgvX
3Wv9SkqCdA8SewlQNHZRqg,Home,31,https://p.scdn.co/mp3-preview/01304b0c9c70b472216c36f26b12f72dd2254061?cid=f588ee129cec4da4a194ece6210ffab6,0R9QjGSDl6EX4yWu3Rr1eU
3p6CJ6SEqeE2ar8EGHx1XU,Strangers,46,,6rdVcCcUOkf0UbuEm7i5Tu
5KvhsmLDTkxQ1vSoWljVRW,Wrapped in Brown Noise,22,https://p.scdn.co/mp3-preview/960307edd31b82eb6199a196c1f2398feef74cf0?cid=f588ee129cec4da4a194ece6210ffab6,59rZF6CVD9k11WPzt8eC5G
3YZ5gPYspB2jNZ0KvUvv0m,RAPSTAR,49,https://p.scdn.co/mp3-preview/6920a1b1e7a88385654fdb76c83b054609d16172?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
3dydDY3Yycp4NfcCOxi95X,Out the Roof,59,https://p.scdn.co/mp3-preview/d7d0f070553714278ef830f483577d8e229b883c?cid=f588ee129cec4da4a194ece6210ffab6,7HCh4HQHDNZkXphOzb6ugT
6AOuBKifehnHOfVKqzZGFi,Por El 5,49,https://p.scdn.co/mp3-preview/220b0a22e91c9158b529ef596a3eec31023f3d27?cid=f588ee129cec4da4a194ece6210ffab6,1UtMaTZl4kau9NSFqc8wHp
4YyBL0KHcqo3LclmmMrl8g,Christmas in June,50,https://p.scdn.co/mp3-preview/dbd4696c10cc4b9f47a8f219af331fda54e6461b?cid=f588ee129cec4da4a194ece6210ffab6,1y2AzG31F4CuCKQ1rpIzaI
4dZTNKRngStyYNueXCO2FR,Young N Dumb,57,https://p.scdn.co/mp3-preview/691d8fdd5a738f5641c9e3ed337a56463ee1e4e5?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
3SNwXLyFpMhd1YRay8oKH3,Bucket List,55,https://p.scdn.co/mp3-preview/2dcce0bb2db0028b94ec1a9f293ed537cedd414f?cid=f588ee129cec4da4a194ece6210ffab6,50zMs3AwxduoOoQoN17955
0BJU3HPSwhJEg6xvXOgCBr,Uber (feat. Mike Jones),50,https://p.scdn.co/mp3-preview/b986126ed1b2c7b4bbf7b9c1c1d67ecf6420be1d?cid=f588ee129cec4da4a194ece6210ffab6,5SKnXCvB4fcGSZu32o3LRY
0eLg8wn57PFLF26n6P5xpw,OUTLAW,51,https://p.scdn.co/mp3-preview/86956b68e8416bd7a8f04b1250751ecf18616d88?cid=f588ee129cec4da4a194ece6210ffab6,2npzGBEPDOfVLN8ajYm3pZ
4O17b69NbMbSBsl10L60gt,Tuxedo (feat. Tadoe),51,https://p.scdn.co/mp3-preview/7befeb7eab1a646512fd0b8762c456fad554903b?cid=f588ee129cec4da4a194ece6210ffab6,1sujvm6paInfm8fYnNdjIy
5c7jyyEdD8jze2O60UImvb,Los Rompediskoteca,51,,3AwzfcsXeljU7JkG5GQn8Y
38mQZ5tZ6IylQaJCCF90ox,The Top,49,https://p.scdn.co/mp3-preview/84a840c8e935ad39a3cff903b1940960ddb282c4?cid=f588ee129cec4da4a194ece6210ffab6,270o30h7cAlEhBnbuSpFZq
1JdZuxM2bC9ADqU6priPAv,Lonely,42,https://p.scdn.co/mp3-preview/fe2147e32fa00e348dfe811b035df3a9597f7216?cid=f588ee129cec4da4a194ece6210ffab6,1AZjTOqvw2ZogWZxnDlhEN
6PDiL8QLrNj1Bi85vkZTcK,Master P (feat. Tay Keith),44,https://p.scdn.co/mp3-preview/1a7e1d2989f303441592b120e58a8c871abea68b?cid=f588ee129cec4da4a194ece6210ffab6,2UwJ4Nt10VStLczYefhcEV
2ucxgtfCJ6IBZYz0fReLND,Don't Sleep,43,https://p.scdn.co/mp3-preview/70abe80afef5a07ba68b7bcc15a87af25176ed14?cid=f588ee129cec4da4a194ece6210ffab6,270o30h7cAlEhBnbuSpFZq
1DQiQmwleN5zdUSWZlMpGQ,Hollow,49,,0b693AisoJYg4Ilj10LkYG
3gQwRTXQIbxKJbojcq8wf9,Tengo un Pal,55,https://p.scdn.co/mp3-preview/fe630a87e4017cd30e5b68a603178b496831491d?cid=f588ee129cec4da4a194ece6210ffab6,2Nt6MDJXfoxQ22tIQgWXIh
76WfT9BocicW00D5SOJmvl,Dark Waters,35,https://p.scdn.co/mp3-preview/283cc3f34536a6d1ced16f55de1481638d86de73?cid=f588ee129cec4da4a194ece6210ffab6,1AZjTOqvw2ZogWZxnDlhEN
4x5Xqnp2mJnHX2hwGOHbVS,SITUATION,53,https://p.scdn.co/mp3-preview/437a52a4d978d2c9d8e526b43cc59d4870ece79a?cid=f588ee129cec4da4a194ece6210ffab6,576UTio7xgY7YUxrHMzxeI
0xD4TAgO883NNw13D6z06T,Story For Another Glass,45,https://p.scdn.co/mp3-preview/17cdef7600c16b3aa349e38645ed0a43bebb9a5f?cid=f588ee129cec4da4a194ece6210ffab6,2cydSJJLXu2TtP9VoOnGn4
41Ttf8b4PotxlTMizl6ljs,Open Arms,40,https://p.scdn.co/mp3-preview/abf9088f6dc36b3739561b50d2a88e628ab4f736?cid=f588ee129cec4da4a194ece6210ffab6,2oyN9nzl627l8ZeovPo46F
0zljvNXaPwJwG7jE03MhvG,Light Breeze,12,https://p.scdn.co/mp3-preview/c95dda2fce6e6b1c3688c903ac2c2ede41487a67?cid=f588ee129cec4da4a194ece6210ffab6,1SXdfBOoIPb094UtbsLjvP
1t8MCvllW6FqN1FT8j88dK,Meet Ricky Potts,3,https://p.scdn.co/mp3-preview/ab26a5cb5505e25dbb8d2cf1fe1ba042b3aafd7f?cid=f588ee129cec4da4a194ece6210ffab6,63JLhZdWWlSldDCyScZ3wB
2JapCpJfiFzBxxRq4tXWMs,More Than Me,40,,1rW4SdSGRziYMzyteohUwP
2hqdcTAp5VIncymP4D2Pgf,Check Out,0,https://p.scdn.co/mp3-preview/e99bd66d42977989ac8ec06b8d1b927cea74227d?cid=f588ee129cec4da4a194ece6210ffab6,21fAzUzwhkiSEHCzhtSC2x
5xMxyWRoe37nUlHDk72cSW,Long Time Comin',50,,6dfdmMDGw988CzNEFdnIcY
066UwxODFd36vUG6GT6uhT,Baki,48,,4sS5IjHR0YOJQdSTQ8whWz
0Sj2gCwv8B6lclIAHuM9O4,Too Good,37,https://p.scdn.co/mp3-preview/bb855eae5baacbbfbb77827a3149a266e0953c78?cid=f588ee129cec4da4a194ece6210ffab6,0g81USzuFuid3QkYfxeMXM
00jNPEEAjvGzvp1ok63dZ0,With You,52,https://p.scdn.co/mp3-preview/25951959b777090008caa1e02fce3d7974b04596?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
3YwGpoqOSybDTDSEYk6em2,I Do What He Say I Do,35,https://p.scdn.co/mp3-preview/30df8098036fe0d79644896f88c451dc2623bb5a?cid=f588ee129cec4da4a194ece6210ffab6,0a0ftVkZr4K1QoOXcZF0V1
21uV2sH9oWyO7bC6haDS2d,Country A$$ Shit,51,,6LBPsXUjVuNe9ywLY4xgvX
5YXjWFZc9IwWVRflCqLqUM,DANCE WITH ME,47,https://p.scdn.co/mp3-preview/b753ab1b4b603c883541b1cee2afdbfe45b7cceb?cid=f588ee129cec4da4a194ece6210ffab6,5WvmRAsjmB3uPLoFeCioC5
1hJhg4VljZhGVCIApqYIj2,!!! (Don't Know Who To Trust),41,https://p.scdn.co/mp3-preview/b4cc70a72e3a8c93d9d42b8667f6b3b06cabb95b?cid=f588ee129cec4da4a194ece6210ffab6,7snqOEQEtKqxJw3NTGml6i
7pHDixs53icP6n2Yoi5mtD,Mercy (feat. Chris Brown),55,https://p.scdn.co/mp3-preview/25c3c4c5192bace8b66706cdbd8f048bbef8ed2e?cid=f588ee129cec4da4a194ece6210ffab6,1lsf7hKaOd3r214nvwmtwg
15VT8qcdgnsAARfvglyPA4,NEEDED,46,https://p.scdn.co/mp3-preview/3db0191dc8c6b03494632179b90e10b626228ae8?cid=f588ee129cec4da4a194ece6210ffab6,0BA1h18jGi9tQ4iUAacLMG
7oVVnAZnnJVXpkFfeJXPTp,Greatest Hits (feat. Fitz),48,https://p.scdn.co/mp3-preview/31c97bf63972b12afaba16881bc0b0078d8bcfa5?cid=f588ee129cec4da4a194ece6210ffab6,33TRcgk13pDfnELf22G8wN
2c6xRsQBv7pynuhYhWoHxo,Woman Like Me,65,https://p.scdn.co/mp3-preview/b75fb17544b1c75183ba81d352aac3f8ee064e85?cid=f588ee129cec4da4a194ece6210ffab6,21jF5jlMtzo94wbxmJ18aa
5O4OhDjKIoYb6qvFwjuwfG,E-Ticket,19,,7wHczdY0ek3FHnfVhk10om
7u5305l9KSUD6hKfpl3QSQ,Love Train,48,https://p.scdn.co/mp3-preview/3743781a43aca07162d6b8aaf9967e5a89a88d9c?cid=f588ee129cec4da4a194ece6210ffab6,3cLQ49Ll3nGRkw3HSSk92K
4tVASOccgcigdCfwUamZCh,DRUGS,64,https://p.scdn.co/mp3-preview/a48a10700939e04b43d13822bf0e9a297f5359ff?cid=f588ee129cec4da4a194ece6210ffab6,6E8lxwX7KMAO9nCx4A5tAR
3ya3SnLWrW1HHlLs3FCA8b,If I Died Tonight,48,https://p.scdn.co/mp3-preview/82a845957a19762f2c3e9fd391c4b667e0bfe17a?cid=f588ee129cec4da4a194ece6210ffab6,205UoabL8LIgfrjHi0uvUw
03yxVBl6L6Lxz9ZZrn8CvM,Si Lo Hice Y Que,54,https://p.scdn.co/mp3-preview/94fe08305894b2577c021f289c6cbd49cecd2bd8?cid=f588ee129cec4da4a194ece6210ffab6,0GjbNjkZ7Bp8rvzU6y8L4w
3W73VhY6b5CBKpQ4vucXup,Good To Me,37,,6dfdmMDGw988CzNEFdnIcY
0FkDtPQxgXKKpgwkgLOM8T,El Rojo,36,https://p.scdn.co/mp3-preview/b4bcfcaa7cf57d0020bdb46b54add7aa575ffe8e?cid=f588ee129cec4da4a194ece6210ffab6,3v0EO4EsCPW8nZiqwbVVZH
23z9oQvKAmbEEeUCXsBEhG,Take Cover,13,https://p.scdn.co/mp3-preview/69da60f347114178774d77c0dd232a6ebea5d244?cid=f588ee129cec4da4a194ece6210ffab6,1SXdfBOoIPb094UtbsLjvP
1YJtvKnyrTtrBsBaJiFmXj,Channel 5,50,https://p.scdn.co/mp3-preview/ae45b352979801474fb06ec6ecdce9d21ac3f703?cid=f588ee129cec4da4a194ece6210ffab6,7snqOEQEtKqxJw3NTGml6i
24EPTUvsViMTsHLjo4Sun4,Something Just Like This,36,https://p.scdn.co/mp3-preview/0699c4e8203198cc90815ecc9f50b22cf6f8e91f?cid=f588ee129cec4da4a194ece6210ffab6,6f2fSCVZvFScRgppc1MTVv
6KcTkNLx1IKVDAdexl24kL,I Almost Do (Taylor's Version),42,,6x9s2ObPdpATZgrwxsk9c0
3YMV4XlC4qAsjiLjDvSXK8,Ya Pego,35,https://p.scdn.co/mp3-preview/1e46e1e5b566063173d5c58c5b1cac153fd6cb88?cid=f588ee129cec4da4a194ece6210ffab6,2CPwUEgvViKF6S7LAchZAZ
2H8jWuNmluerTEsuh8Gu6y,Jail pt 2,58,,5CnpZV3q5BcESefcB3WJmz
5uSG6fUPRaehaV820zcpsK,OverHeated,69,,0JGOiO34nwfUdDrD612dOp
7xZtj54OPWrE9sLuWeZ9pj,Surface Pressure - Instrumental,46,,25L8ck3KGcmCo3901ztPzR
1gWRnZ52AK1ZUvpjjTteKf,Better Man (Taylor's Version) (From The Vault),63,,6x9s2ObPdpATZgrwxsk9c0
0ZgU5iu6Hzw8eqHkO18cEH,Even Angels Cry,55,https://p.scdn.co/mp3-preview/07963feb17589e221c97e9053017609a7a641a78?cid=f588ee129cec4da4a194ece6210ffab6,4aWPCLZWr9gG0ucLIMJavx
1HuPxyPcp9DgmOB0BoF4uQ,Splurgin (feat. Shakewell),22,https://p.scdn.co/mp3-preview/80c217287997365a1d78bc76e00eb1694f1e8f23?cid=f588ee129cec4da4a194ece6210ffab6,33O2GXSm43GLTmYQSTxDoL
2fsWt5D7bcEp2vNiJNibhc,Help to Sleep,27,https://p.scdn.co/mp3-preview/551641704d11799a7f9f31ab6d12b66f0b592986?cid=f588ee129cec4da4a194ece6210ffab6,0oI1JYlTYpbR1ewBStl7Qs
0IXTRIqR1OsKb0YQ235Xkd,mirrors - Bonus,45,,6zp8MKrhIwSdZojADmIDim
68UxtmtQa5wiUa0sbpPvgd,Te Conoci Perriando,71,https://p.scdn.co/mp3-preview/53fd32af6d5e06ddc093692019a1139de392ad4a?cid=f588ee129cec4da4a194ece6210ffab6,5r8T7S23cVDSd7a045h4N5
7rKfBFtyJX2M3JcecMAvD0,Growing Up,50,,3W2BTPUHJX51hweWPNRenv
1KVvVwHnGz3TPTVxQ86JDm,"Shopaholic (feat. Gucci Mane, Bobby V, & F1Jo)",38,,2upw5IrzeqKApIQZyx5o6r
20BmPHe8RAt0ugJEvjeMdz,Understanding,8,https://p.scdn.co/mp3-preview/9aa622f4c1d6d5bf9ac08b814a0d2c6cac47d44d?cid=f588ee129cec4da4a194ece6210ffab6,27gsXWvDKDGRRaEiqxGuP2
43m46iZRJLuxljQqCmfZMA,The Uranium Suite,49,https://p.scdn.co/mp3-preview/c6ad157bd51074c427889316dd45bd41a446cdd4?cid=f588ee129cec4da4a194ece6210ffab6,63JLhZdWWlSldDCyScZ3wB
2e1G9vgEVpZujsLXMqgBlc,Juicemane,49,https://p.scdn.co/mp3-preview/8dbd4542d67bc1216d3cfc083683748bb08050f9?cid=f588ee129cec4da4a194ece6210ffab6,7snqOEQEtKqxJw3NTGml6i
2Igem6Q4sfvXGJ3JkG7Baw,Modern Day,58,,3uyOwJu4r3yroAkFywNFM3
15Ocew2xtUZAtviIClOaPt,Magic,58,https://p.scdn.co/mp3-preview/d732a4e379c0f10bd04f75325038bfb935c9de3a?cid=f588ee129cec4da4a194ece6210ffab6,2CjIfWoFITACUOlWGB7os5
6NU17xd9hC8JZCcYc2cTE8,El Río,54,,25L8ck3KGcmCo3901ztPzR
5IaDjUnitDhXbC5vboSiOi,booman,50,https://p.scdn.co/mp3-preview/2c0ce412f726cef2c4d2d03a961e535632c6768f?cid=f588ee129cec4da4a194ece6210ffab6,7n23fjZTviIUnHyvZGQjni
0G2PRQNGg5gzZyIG9OGsVl,Stack of Records,52,https://p.scdn.co/mp3-preview/9bbf68ca0f474a1a6b5795128c83804abf1cece6?cid=f588ee129cec4da4a194ece6210ffab6,7AzZB0UHZtWu7Ya8yQN3iW
7J1LJnXiuYduGw8m4j7Goj,Zooted Freestyle,43,https://p.scdn.co/mp3-preview/a0ca5944b55d1aeed7f9dade85d9d55cac9778ce?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
7mpefG7MjgFJSsqNNSFl2e,Limelight,24,https://p.scdn.co/mp3-preview/c83e8ae62a9eff2f4d75b9380af81747f0a7db50?cid=f588ee129cec4da4a194ece6210ffab6,27gsXWvDKDGRRaEiqxGuP2
6IeWGxzGsgYMWFyde98TL6,Bucket Rain,29,https://p.scdn.co/mp3-preview/8a0025be5f44e01e1a6b496047753c7d2f7263ce?cid=f588ee129cec4da4a194ece6210ffab6,0dk1131P27XQgkbt8bbkiU
6TP4Br4MV99DqeYZgaUhiB,Late Night Rain,12,https://p.scdn.co/mp3-preview/4ea13e1365d0a4b2a4a17c263de4549a17576f40?cid=f588ee129cec4da4a194ece6210ffab6,1SXdfBOoIPb094UtbsLjvP
1nmk4zIiNEbZYJ4eJpajnV,no way (feat. Jamie Foxx),46,https://p.scdn.co/mp3-preview/f1861034a834362b5c5d8de096947eb914496a5b?cid=f588ee129cec4da4a194ece6210ffab6,1eVrpJbHRLBbioB9sb5b94
0WE0h1qUWJBt97DtvuMWRN,Ronan (Taylor's Version),50,,6x9s2ObPdpATZgrwxsk9c0
1GWuUzSQzL9XSyOy7beCTj,Babe (Taylor's Version) (From The Vault),41,,6x9s2ObPdpATZgrwxsk9c0
74cVMMtRbjkn8Ns08DoyTE,Other Side,43,https://p.scdn.co/mp3-preview/482f9eafce773d11cc3ba05765623b5ad7f57899?cid=f588ee129cec4da4a194ece6210ffab6,1PuZ5juin9Mpt3Tyiygzio
2ns1kl3c5NMvGCt2xVMNlI,Score (feat. SZA & 6LACK),57,https://p.scdn.co/mp3-preview/43f577e9e6cf068fc4170c40612e594dc0c87aca?cid=f588ee129cec4da4a194ece6210ffab6,6TQ8nqw43uUOWu7Yqp58ko
46yOT5iCvvQsHakl2aHhTN,MY SIDE,45,,7nTvm6EgmFWPLMLxj6aksS
3Vt5YK1tzOQ6pxOSCbtLRA,out da window,49,https://p.scdn.co/mp3-preview/6d4eaddd13f3b7bd021cd139f9a829b0fca54627?cid=f588ee129cec4da4a194ece6210ffab6,6mNYZNJ4a0tzSS3nPVnkO2
4J2qNNC3N99EmlyD5jfnWF,Take Off,48,https://p.scdn.co/mp3-preview/daa9391c2da68c1eb464637a9a2ff895292f7c46?cid=f588ee129cec4da4a194ece6210ffab6,4Wj7RdGgmcNbNghdgUVQXi
70Ym7f06cBGncWE4GEN8i8,Toxic,46,https://p.scdn.co/mp3-preview/0c39535aebd96e6ef617ceefe7c97a38bd817e96?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
0iS7CyVz8sCqKGYvufDctv,El A-R,27,https://p.scdn.co/mp3-preview/9fdf407a0ef769df4b89faa3f116620a9ffe7841?cid=f588ee129cec4da4a194ece6210ffab6,2Jj4mjzEDaXp9X3AHpo5Gu
29Hn3L56DQ6y7W249oVxqd,Last Kiss Of Nebulon,60,https://p.scdn.co/mp3-preview/2287e6de8d035f0659e0c97393a4bf5709dbf370?cid=f588ee129cec4da4a194ece6210ffab6,5Gm2XKBgnlzd6qTi7LE1z2
2bk3kDxxFLHafZDuw06Fxs,Die For You,61,,5L5evi5tJPh8WaEFAQp7Tp
2lpq6DxKJaDl7MFPV7asFv,The Kids Are Coming,40,https://p.scdn.co/mp3-preview/77ea60b165c5f328e99202cca74f78b5298e79c0?cid=f588ee129cec4da4a194ece6210ffab6,1AZjTOqvw2ZogWZxnDlhEN
1Gf0xrliGFBFYbIezKjoFL,El Baile Madrigal,49,,25L8ck3KGcmCo3901ztPzR
0mrh5WitEGSkw5qh35UtF2,IThinkIWillBeOk,33,https://p.scdn.co/mp3-preview/99ce5785c92c98980f041889df1f5b195d5a26ab?cid=f588ee129cec4da4a194ece6210ffab6,62fU5P80Fv7suhcIt568tB
5KIAUydj6bQQjKAB9KDOh2,Beautiful Life,38,https://p.scdn.co/mp3-preview/d0ecca2291e3fc0babae254f5abb84522757305c?cid=f588ee129cec4da4a194ece6210ffab6,74UvOvL6L4tZbYFtY759ZG
10sbs6iXSBQj5SWu7MUJ2t,21 Jump Street,22,https://p.scdn.co/mp3-preview/a439ce8651c67675f1848519598921276bef737a?cid=f588ee129cec4da4a194ece6210ffab6,1PAmNh4VorpJrt4QgfEaHS
35MQSnJCoswf9GmalTXZi3,1000 Tears Deep,39,https://p.scdn.co/mp3-preview/b5e36734b1e45ce6883f4381daa05fb5ea3be27b?cid=f588ee129cec4da4a194ece6210ffab6,4eyBviSES0CZjUaipdnHku
4JrJoN3QjConPZPHdUmKT6,You Know Me,28,https://p.scdn.co/mp3-preview/e6b563356ca9717a9db354d3df7bbc893394fd9d?cid=f588ee129cec4da4a194ece6210ffab6,0QB8JzlX70ame6G972aEF1
4FCvf3FGTFIlsZmP3yoBLH,Slumber Party (feat. Gucci Mane),40,,2upw5IrzeqKApIQZyx5o6r
4WDUiwjHS2rmggAVeKIZ0g,Mada Apéritif,50,https://p.scdn.co/mp3-preview/184971b3dcd1dc37e638e73c5a0b8b65b2692bac?cid=f588ee129cec4da4a194ece6210ffab6,4TxQPPeud0bVH3RcoHCzcT
6xvaSd27eSA5kQlFRYhWZF,Otra Noche Sin Ti,54,,11GmvpYnbgK0rSryPaV5BP
2fDtjP6dRnNnrOkc8dBfm9,u mad!,56,https://p.scdn.co/mp3-preview/388d21383e49a3c0d34aa0f6fb3d7558fc11e2a9?cid=f588ee129cec4da4a194ece6210ffab6,6iMshsixZe8oMteQdln5kp
3TG28f1uIZHtgleA0d96LS,The Promise,27,,3bqEvlGHE4amqPGZtdMnep
5wuW2b9GfiRkNj4C2s5wCv,300 Fences,39,https://p.scdn.co/mp3-preview/dcfdd519c39501da3470dcee395e8f56151d29e4?cid=f588ee129cec4da4a194ece6210ffab6,5leBUcbk6qAb5cDHYuVwBO
1beTDCe7sT7fzm8WIKXicz,"Ay, DiOs Mío!",68,,5CS8E6JVACItYto4OOJoPW
0NrRervkL6vPRjFXfMuVUo,abcdefu,38,https://p.scdn.co/mp3-preview/e13e3bf98cefdca448a1b31ee123a890be0e113c?cid=f588ee129cec4da4a194ece6210ffab6,23M1xUF2RoRSvXtpwQP4rJ
5sFIYKbII6QzRT57hCza5Z,then i met her,67,https://p.scdn.co/mp3-preview/0ab925a1e3477204071d728573fb126cf7948cb8?cid=f588ee129cec4da4a194ece6210ffab6,2momrvUqAMigmBoOOKuavE
4JsTX2WkPcdDTWbchQJuko,All Herb (feat. Amindi),50,https://p.scdn.co/mp3-preview/f2f3d958cb9856106ebae4ad711cbc026572e840?cid=f588ee129cec4da4a194ece6210ffab6,6TQ8nqw43uUOWu7Yqp58ko
4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),65,,4hDok0OAJd57SGIT8xuWJH
3vJKLsUYcC7mARUTOMUPaJ,Who I Want,64,,6CvBb1XqN0igtQrWrbXD80
1nJ9J9k4fOJZVU8CmvNv4o,Need To Not,56,,2y9DFhTWC7QQJMvygK0TzO
5zLnA9bO6QXc4AAvCriJfO,Never Seen the Rain,62,https://p.scdn.co/mp3-preview/b9f19df37791060179d8fa8644a6dfaec482b367?cid=f588ee129cec4da4a194ece6210ffab6,1AZjTOqvw2ZogWZxnDlhEN
3rnqjTcSENcYgJRH5ljhIR,Body Bags,38,https://p.scdn.co/mp3-preview/18ee5c2ef836b96479e49fae886312db4b81604d?cid=f588ee129cec4da4a194ece6210ffab6,4BOqtqeAHmUv4phMH35S4g
2e4Bmr97l3ybOt13HWi3lt,I Ain't Gotta Grow Up,43,https://p.scdn.co/mp3-preview/f24a75fddc933a75307dc3894f6e7b4904047281?cid=f588ee129cec4da4a194ece6210ffab6,6f2fSCVZvFScRgppc1MTVv
2uXK1OaG2qOAlrRgA2Umfh,BUFF,32,https://p.scdn.co/mp3-preview/1cb5902e206b95b4801005b2e51218ecf3376911?cid=f588ee129cec4da4a194ece6210ffab6,3QXYqRVyBQfNK3MDn82hVF
3wFt2cfgRnGarpybCiCHj2,I Got You,34,https://p.scdn.co/mp3-preview/fc5a7724cc06bc292640424bb693f71fe5f3c340?cid=f588ee129cec4da4a194ece6210ffab6,3Us0eofAYq7tRuaH7A56i0
5Xlc2H6pdsoIJXfkd2IN4Z,Lowkey (Bonus),49,https://p.scdn.co/mp3-preview/ac8c001b9d48efd59250a91dccf9cc2cf5bda766?cid=f588ee129cec4da4a194ece6210ffab6,0ZjOFfItjIA9YbzhERRIBr
7jlZiGwVEtHROLi8e8Ed5V,Love Don't Live Here,7,https://p.scdn.co/mp3-preview/83316ce8dc632fc709a19d7a0aae01614bb0e6a1?cid=f588ee129cec4da4a194ece6210ffab6,27gsXWvDKDGRRaEiqxGuP2
5JAQXve1J0iUpslwMI3J7C,Lose Somebody,0,,0SrskI3mHcu5MzKeZNv2f6
0t9V60QxyMyVZSUVTBgOnt,Bitch Where,57,https://p.scdn.co/mp3-preview/e2bb6bd4de97c659c873925075960e46c5c2a34e?cid=f588ee129cec4da4a194ece6210ffab6,1sujvm6paInfm8fYnNdjIy
343MeyRU6z35qH1ZQbELja,"Nightmare Stories (feat. Kodak Black, Syko Bob & Snapkatt)",32,https://p.scdn.co/mp3-preview/50fa76c6e6f0c23542bdb334fc5b11840b0a66f1?cid=f588ee129cec4da4a194ece6210ffab6,0kxA9Bc8pamypR5GYXmeti
2nU1vaARHQ8FoaxFfe4ZN7,Nubes,63,https://p.scdn.co/mp3-preview/57a59217339f8f6573fafad2c6f175281a62bd67?cid=f588ee129cec4da4a194ece6210ffab6,2Nt6MDJXfoxQ22tIQgWXIh
2fULrwNmq6FsePDzDjQiWV,GANG GANG (with Lil Wayne),45,https://p.scdn.co/mp3-preview/99157eb1c14da8aafec6f03884e30dd3966700f9?cid=f588ee129cec4da4a194ece6210ffab6,2rLqUcipEjIKK9rma5OTN8
1Jc4XBMWl3RMtxdCDPH942,Mirabel's Cumbia,45,,25L8ck3KGcmCo3901ztPzR
4y1KNISrPNGeEj1oAyhBD6,From The Bottom,37,https://p.scdn.co/mp3-preview/23bb65754e64895abdc297b7f3abb09d39ae8c70?cid=f588ee129cec4da4a194ece6210ffab6,7snqOEQEtKqxJw3NTGml6i
5rkfAeAGqww7UUGkqGZ1Wr,TENGO FE,55,,0kI46dzlikgAVpJ6LdkbJE
5zQR0qoA4S1Iwj2bAwW03a,Best Friend,45,https://p.scdn.co/mp3-preview/2407acc096a18d05adb5695dfc1a959acc26df17?cid=f588ee129cec4da4a194ece6210ffab6,7pooeoqY4uJkTaW70qxm3z
76oWruR7pYy8Fjvgn4KBUA,Both Sides Of The Moon,49,,3bqEvlGHE4amqPGZtdMnep
0qWKTMgSYsjr2f1mYpUBRY,Ae,13,https://p.scdn.co/mp3-preview/c58939572b7bbb88c173accceaa9d71476b9615d?cid=f588ee129cec4da4a194ece6210ffab6,7Jgwg8nxsehAXjIYYsdanE
5au8dFp7bJfnQLXybFPW6t,you can tell,45,https://p.scdn.co/mp3-preview/2feb499a07e674f1192d5b987c16cf7979a13872?cid=f588ee129cec4da4a194ece6210ffab6,2phcfZd44niczjY0xybcS6
1Ylzk3ohcTOJZqm0yt0JE9,"never eat, never sleep",54,https://p.scdn.co/mp3-preview/62fd37a8846ecfb169ca65516a6ae4a290f1a32d?cid=f588ee129cec4da4a194ece6210ffab6,4p3WczKLm6G2DHv2NnoCFk
6bcGZ03lWtGxdetce8SZe0,End Of The Road,47,,7aObAFaIOcczMSDnfXz5z6
08gTnfgr1coRdhBdG89lbv,Southern Comfort,42,https://p.scdn.co/mp3-preview/204c57fefdcdacc032b84731be28b077d96382ac?cid=f588ee129cec4da4a194ece6210ffab6,205UoabL8LIgfrjHi0uvUw
