artist_id,track_id
45TgXXqMDdF8BkjA83OM7z,3zc8VZEpM1onYV4FWGdFvm
0lAWpj5szCSwM4rUMHYmrr,4pt5fDVTg5GhEvEtlz9dKk
78rUTD7y6Cy67W1RVzYs7t,4fPjI40ElIwJQ4DJJxSCOe
5K4W6rqBFWDnAN6FQUkS6x,7CC6UbCs4iGsePSzFxYxNn
246dkjvS1zLTtiykXe5h60,40uMIn2zJLAQhNXghRjBed
14uo609t1MvRGZcskySt9R,4eDE92gbf1iKImxBIKS64V
5SXuuuRpukkTvsLuUknva1,1ITpqT1kDATCtMBwOK7sYn
4dpARuHxo51G3z768sgnrY,3Kkjo3cT83cw09VJyrLNwX
2tIP7SsRs7vjIcLrU85W8J,4lH5L59hPQGr05aJyb2Q2E
4MCBfE4596Uoi2O4DtmEMz,4lH5L59hPQGr05aJyb2Q2E
5ZS223C6JyBfXasXxrRqOk,7eZXAeqqdLDrAp2MvrPzWn
0Njy6yR9LykNKYg9yE23QN,7ACW7VpgoKmfM1sKo15UhX
5QdEbQJ3ylBnc3gsIASAT5,7ACW7VpgoKmfM1sKo15UhX
3hcs9uc56yIGFCSy9leWe7,7ACW7VpgoKmfM1sKo15UhX
1URnnhqYAYcrqrcwql10ft,7ACW7VpgoKmfM1sKo15UhX
6Xgp2XMz1fhVYe7i6yNAax,2BITQ360Knh6qNAOqR7Dyq
699OTQXzgjhIYAHMy9RyPD,2BITQ360Knh6qNAOqR7Dyq
0XeEobZplHxzM9QzFQWLiR,4Owj7xIXIFyNYIfHzL1YV8
0ErzCpIMyLcjPiwT4elrtZ,3LVcKphzONOdQ2EATazlZq
2kCcBybjl3SAtIcwdWpUe3,186bb3vDk1yzNK5u3e7h7O
5g63iWaMJ2UrkZMkCC8dMi,186bb3vDk1yzNK5u3e7h7O
06HL4z0CvFAxyc27GXpf02,6pYNq0ZwpPVazKzsqpf0G8
2jku7tDXc6XoB6MO2hFuqg,1au2UduxcvHfa0fZS3Szci
4r63FhuTkUYltbVAg5TQnk,0cu0rhnlCnJ7JIeHRiLpj3
5PYToRCsrnvikZg3yl2JMr,4b1yxSdlumA8N4fEk4UOZp
2Go6wC0GsnkVeRoVwh8rqX,4b1yxSdlumA8N4fEk4UOZp
3xLU748QxpTmIVaiNXXg0P,4b1yxSdlumA8N4fEk4UOZp
7yntSJ6uojO3z6GFUVwhAW,7v4pPS4A7NgY7bxFA3Etv3
2y246nnP9pQT0E6v3ZMMOO,7v4pPS4A7NgY7bxFA3Etv3
5LGo1zHegJTWzqVXgeNplt,03eyNjBM2mpx28H6kdaufN
1xr2G8Hlx4QWmT9HaUbmoO,6rTInqW3YECMkQsBEHw4sd
50co4Is1HCEo8bhOyUWKpn,6rTInqW3YECMkQsBEHw4sd
2hlmm7s2ICUX0LVIhVFlZQ,6rTInqW3YECMkQsBEHw4sd
3TVXtAsR1Inumwj472S9r4,6rTInqW3YECMkQsBEHw4sd
3qiHUAX7zY4Qnjx8TNUzVx,5RdiPZzjXTmp9N51wBEzCv
3qiHUAX7zY4Qnjx8TNUzVx,7nZwBbH8F8FqArrVIe8Zl4
181bsRPaVXVlUKXrxwZfHK,4HyVMzg0sUQsdOxRvSO8Ka
1Xyo4u8uXC1ZmMpatF05PJ,6huNf4dutXRjJyGn7f5BPS
2YZyLoL8N0Wb9xBt1NhZWg,6huNf4dutXRjJyGn7f5BPS
7x8nK0m0cP2ksQf0mjWdPS,19ZzEzb4BVK1wVO4brrmZz
0C86lmpnwiyLDUiyo4d0P1,19ZzEzb4BVK1wVO4brrmZz
5QNm7E7RU2m64l6Gliu8Oy,19ZzEzb4BVK1wVO4brrmZz
06HL4z0CvFAxyc27GXpf02,3nsfB1vus2qaloUdcBZvDu
7tYKF4w9nC0nq9CsPZTHyP,5dXWFMwD7I7zXsInONVl0H
18MFcGBHtyW0mU3ufcm0X1,3XoYqtiWHhsk59frZupImG
5PYToRCsrnvikZg3yl2JMr,3XoYqtiWHhsk59frZupImG
0hEurMDQu99nJRq8pTxO14,4T6FWA703h6H7zk1FoSARw
2kucQ9jQwuD8jWdtR9Ef38,4PuAqZlL1tkidkuxfDlLbF
4oUHIQIBe0LHzYfvXNW4QM,1RvoRAL612adAVrPUoAMHR
06HL4z0CvFAxyc27GXpf02,7l2tmgUhV7Y2aJHjiszifg
1uU7g3DNSbsu0QjSEqZtEd,3Ofmpyhv5UAQ70mENzB277
6tPHARSq45lQ8BSALCfkFC,612qCFbMeFIeDupbFY38Ve
00FQb4jTyendYWaN8pK0wa,7iqQz931tn59mK6IZ3knRx
2IvkS5MXK0vPGnwyJsrEyV,4mXGooManGPH6xAWRAtRJU
4oUHIQIBe0LHzYfvXNW4QM,2Qz8kpCjxulML39zB6gQxY
06HL4z0CvFAxyc27GXpf02,3z6XUommYDWPHeFhmhhT6j
7MbxdnkfBJ2STy1K8VzbzJ,43qwdaLc45ICgUQDkrHtRU
06HL4z0CvFAxyc27GXpf02,2RJnNdu4pb3MypbBroHU0T
